country,date,school_closures,workplace_closures,cancel_public_events,restrict_public_gathering,closure_public_transport,shn_requirement,restriction_internal_movement,internation_travel_control,pi_campaign,testing_policy,contact_tracing,facial_covering,vaccine_policy,confirmed_cases,confirmed_deathes,cases_per_mil,cases_per_mil_cat
china,2020-05-02,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-03,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-04,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-05,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-06,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-07,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-08,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-09,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-10,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-11,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-12,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-13,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-14,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-15,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-16,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-17,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-18,2,1,1,3,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-19,2,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-20,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-21,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-22,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-23,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-24,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-25,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-26,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-27,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-28,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-29,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-30,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-05-31,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-01,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-02,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-03,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-04,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-05,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-06,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-07,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-08,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-09,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-10,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-11,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-12,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-13,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-14,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-15,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-16,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-17,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-18,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-19,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-20,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-21,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-22,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-23,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-24,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-25,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-26,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-27,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-28,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-29,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-06-30,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-01,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-02,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-03,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-04,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-05,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-06,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-07,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-08,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-09,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-10,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-11,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-12,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-13,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-14,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-15,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-16,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-17,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-18,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-19,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-20,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-21,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-22,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-23,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-24,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-25,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-26,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-27,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-28,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-29,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-30,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-07-31,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-01,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-02,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-03,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-04,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-05,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-06,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-07,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-08,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-09,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-10,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-11,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-12,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-13,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-14,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-15,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-16,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-17,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-18,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-19,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-20,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-21,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-22,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-23,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-24,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-25,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-26,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-27,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-28,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-29,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-30,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-08-31,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-01,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-02,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-03,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-04,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-05,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-06,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-07,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-08,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-09,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-10,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-11,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-12,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-13,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-14,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-15,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-16,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-17,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-18,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-19,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-20,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-21,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-22,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-23,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-24,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-25,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-26,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-27,1,1,1,2,0,0,1,4.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-28,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-29,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-09-30,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-01,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-02,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-03,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-04,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-05,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-06,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-07,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-08,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-09,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-10,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-11,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-12,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-13,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-14,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-15,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-16,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-17,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-18,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-19,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-20,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-21,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-22,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-23,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-24,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-25,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-26,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-27,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-28,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-29,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-30,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-10-31,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-01,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-02,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-03,1,1,1,2,0,0,1,2.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-04,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-05,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-06,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-07,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-08,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-09,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,991.0,6.0,0.6843922651933702,0
china,2020-11-10,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-11,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-12,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-13,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-14,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-15,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-16,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-17,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-18,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-19,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-20,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-21,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-22,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-23,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-24,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-25,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-26,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-27,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-28,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-29,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-11-30,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-01,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-02,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-03,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-04,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-05,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-06,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-07,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-08,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-09,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-10,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-11,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-12,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-13,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-14,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-15,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-16,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-17,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
china,2020-12-18,1,1,1,2,0,0,1,3.0,2,3.0,2.0,2,0,992.0,6.0,0.6850828729281768,0
