,Country,Date,school_closures,workplace_closures,cancel_public_events,restrict_public_gathering,closure_public_transport,SHN_requirement,restriction_internal_movement,internation_travel_control,PI_Campaign,testing_policy,contact_tracing,Facial_Covering,Vaccine_policy,income_support,debt_relief,Confirmed_cases,Confirmed_Deathes
0,Argentina,2020-05-02,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,4681.0,237.0
1,Argentina,2020-05-03,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,4783.0,246.0
2,Argentina,2020-05-04,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,4887.0,260.0
3,Argentina,2020-05-05,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,5020.0,264.0
4,Argentina,2020-05-06,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,5208.0,273.0
5,Argentina,2020-05-07,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,5371.0,282.0
6,Argentina,2020-05-08,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,5611.0,293.0
7,Argentina,2020-05-09,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,5776.0,300.0
8,Argentina,2020-05-10,3G,3T,2G,4G,2G,2G,1G,4.0,2G,1.0,2.0,3G,0,1A,2.0,6034.0,305.0
9,Argentina,2020-05-11,3G,3T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,6278.0,314.0
10,Argentina,2020-05-12,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,6563.0,319.0
11,Argentina,2020-05-13,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,6879.0,329.0
12,Argentina,2020-05-14,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,7134.0,353.0
13,Argentina,2020-05-15,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,7479.0,356.0
14,Argentina,2020-05-16,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,7805.0,363.0
15,Argentina,2020-05-17,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,8068.0,373.0
16,Argentina,2020-05-18,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,8371.0,382.0
17,Argentina,2020-05-19,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,8809.0,393.0
18,Argentina,2020-05-20,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,9283.0,403.0
19,Argentina,2020-05-21,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,9931.0,416.0
20,Argentina,2020-05-22,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,10649.0,433.0
21,Argentina,2020-05-23,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,11353.0,445.0
22,Argentina,2020-05-24,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,12076.0,452.0
23,Argentina,2020-05-25,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,12628.0,467.0
24,Argentina,2020-05-26,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,13228.0,484.0
25,Argentina,2020-05-27,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,13933.0,500.0
26,Argentina,2020-05-28,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,14702.0,508.0
27,Argentina,2020-05-29,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,15419.0,520.0
28,Argentina,2020-05-30,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,16214.0,528.0
29,Argentina,2020-05-31,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,16851.0,539.0
30,Argentina,2020-06-01,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,17415.0,556.0
31,Argentina,2020-06-02,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,18319.0,569.0
32,Argentina,2020-06-03,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,19268.0,583.0
33,Argentina,2020-06-04,3G,2T,2G,4G,2G,2G,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,20197.0,608.0
34,Argentina,2020-06-05,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,21037.0,632.0
35,Argentina,2020-06-06,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,22020.0,648.0
36,Argentina,2020-06-07,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,22794.0,664.0
37,Argentina,2020-06-08,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,23620.0,693.0
38,Argentina,2020-06-09,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,24761.0,717.0
39,Argentina,2020-06-10,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,25987.0,735.0
40,Argentina,2020-06-11,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,27373.0,765.0
41,Argentina,2020-06-12,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,28764.0,785.0
42,Argentina,2020-06-13,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,30295.0,815.0
43,Argentina,2020-06-14,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,31577.0,833.0
44,Argentina,2020-06-15,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,32785.0,854.0
45,Argentina,2020-06-16,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,34159.0,878.0
46,Argentina,2020-06-17,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,35552.0,913.0
47,Argentina,2020-06-18,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,37510.0,948.0
48,Argentina,2020-06-19,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,39570.0,979.0
49,Argentina,2020-06-20,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,41204.0,992.0
50,Argentina,2020-06-21,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,42785.0,1011.0
51,Argentina,2020-06-22,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,44931.0,1043.0
52,Argentina,2020-06-23,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,47203.0,1078.0
53,Argentina,2020-06-24,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,49851.0,1116.0
54,Argentina,2020-06-25,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,52457.0,1150.0
55,Argentina,2020-06-26,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,55343.0,1184.0
56,Argentina,2020-06-27,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,57744.0,1207.0
57,Argentina,2020-06-28,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,59933.0,1232.0
58,Argentina,2020-06-29,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,62268.0,1280.0
59,Argentina,2020-06-30,3G,2T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,64530.0,1307.0
60,Argentina,2020-07-01,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,67197.0,1351.0
61,Argentina,2020-07-02,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,69941.0,1385.0
62,Argentina,2020-07-03,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,72786.0,1437.0
63,Argentina,2020-07-04,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,75376.0,1481.0
64,Argentina,2020-07-05,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,77815.0,1507.0
65,Argentina,2020-07-06,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,80447.0,1582.0
66,Argentina,2020-07-07,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,83426.0,1644.0
67,Argentina,2020-07-08,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,87030.0,1694.0
68,Argentina,2020-07-09,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,90693.0,1720.0
69,Argentina,2020-07-10,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,94060.0,1774.0
70,Argentina,2020-07-11,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,97509.0,1810.0
71,Argentina,2020-07-12,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,100166.0,1845.0
72,Argentina,2020-07-13,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,103265.0,1903.0
73,Argentina,2020-07-14,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,106910.0,1968.0
74,Argentina,2020-07-15,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,111146.0,2050.0
75,Argentina,2020-07-16,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,114783.0,2112.0
76,Argentina,2020-07-17,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,119301.0,2178.0
77,Argentina,2020-07-18,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,122524.0,2220.0
78,Argentina,2020-07-19,3G,3T,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,126755.0,2260.0
79,Argentina,2020-07-20,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,130774.0,2373.0
80,Argentina,2020-07-21,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,136118.0,2490.0
81,Argentina,2020-07-22,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,141900.0,2588.0
82,Argentina,2020-07-23,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,148027.0,2702.0
83,Argentina,2020-07-24,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,153520.0,2807.0
84,Argentina,2020-07-25,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,158334.0,2893.0
85,Argentina,2020-07-26,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,162526.0,2939.0
86,Argentina,2020-07-27,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,167416.0,3059.0
87,Argentina,2020-07-28,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,173355.0,3179.0
88,Argentina,2020-07-29,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,178996.0,3288.0
89,Argentina,2020-07-30,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,185373.0,3441.0
90,Argentina,2020-07-31,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,191302.0,3543.0
91,Argentina,2020-08-01,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,196543.0,3596.0
92,Argentina,2020-08-02,3G,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,201919.0,3648.0
93,Argentina,2020-08-03,3T,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,206743.0,3813.0
94,Argentina,2020-08-04,3T,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,213535.0,3979.0
95,Argentina,2020-08-05,3T,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,220682.0,4106.0
96,Argentina,2020-08-06,3T,2G,2G,4G,2G,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,228195.0,4251.0
97,Argentina,2020-08-07,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,235677.0,4411.0
98,Argentina,2020-08-08,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,241811.0,4523.0
99,Argentina,2020-08-09,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,246499.0,4606.0
100,Argentina,2020-08-10,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,253868.0,4764.0
101,Argentina,2020-08-11,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,260911.0,5004.0
102,Argentina,2020-08-12,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,268574.0,5213.0
103,Argentina,2020-08-13,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,276072.0,5362.0
104,Argentina,2020-08-14,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,282437.0,5527.0
105,Argentina,2020-08-15,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,289100.0,5637.0
106,Argentina,2020-08-16,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,294569.0,5703.0
107,Argentina,2020-08-17,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,299126.0,5814.0
108,Argentina,2020-08-18,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,305966.0,6048.0
109,Argentina,2020-08-19,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,312659.0,6330.0
110,Argentina,2020-08-20,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,320884.0,6517.0
111,Argentina,2020-08-21,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,329043.0,6730.0
112,Argentina,2020-08-22,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,336802.0,6848.0
113,Argentina,2020-08-23,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,342154.0,6985.0
114,Argentina,2020-08-24,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,350867.0,7366.0
115,Argentina,2020-08-25,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,359638.0,7563.0
116,Argentina,2020-08-26,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,370188.0,7839.0
117,Argentina,2020-08-27,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,380292.0,8050.0
118,Argentina,2020-08-28,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,392009.0,8271.0
119,Argentina,2020-08-29,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,401239.0,8353.0
120,Argentina,2020-08-30,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,408426.0,8457.0
121,Argentina,2020-08-31,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,417735.0,8660.0
122,Argentina,2020-09-01,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,428239.0,8919.0
123,Argentina,2020-09-02,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,439172.0,9118.0
124,Argentina,2020-09-03,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,451198.0,9361.0
125,Argentina,2020-09-04,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,461882.0,9623.0
126,Argentina,2020-09-05,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,471806.0,9739.0
127,Argentina,2020-09-06,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,478792.0,9859.0
128,Argentina,2020-09-07,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,488007.0,10129.0
129,Argentina,2020-09-08,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,500034.0,10405.0
130,Argentina,2020-09-09,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,512293.0,10658.0
131,Argentina,2020-09-10,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,524198.0,10907.0
132,Argentina,2020-09-11,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,535705.0,11148.0
133,Argentina,2020-09-12,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,546481.0,11263.0
134,Argentina,2020-09-13,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,555537.0,11352.0
135,Argentina,2020-09-14,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,565446.0,11667.0
136,Argentina,2020-09-15,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,577338.0,11852.0
137,Argentina,2020-09-16,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,589012.0,12116.0
138,Argentina,2020-09-17,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,601713.0,12460.0
139,Argentina,2020-09-18,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,613658.0,12656.0
140,Argentina,2020-09-19,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,622934.0,12799.0
141,Argentina,2020-09-20,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,631365.0,13053.0
142,Argentina,2020-09-21,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,640147.0,13482.0
143,Argentina,2020-09-22,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,652174.0,13952.0
144,Argentina,2020-09-23,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,664799.0,14376.0
145,Argentina,2020-09-24,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,678266.0,14766.0
146,Argentina,2020-09-25,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,691235.0,15208.0
147,Argentina,2020-09-26,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,702484.0,15543.0
148,Argentina,2020-09-27,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,711325.0,15749.0
149,Argentina,2020-09-28,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,723132.0,16113.0
150,Argentina,2020-09-29,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,736609.0,16519.0
151,Argentina,2020-09-30,3T,3T,2G,4G,2T,2T,2G,4.0,2G,1.0,2.0,3G,0,1A,2.0,751001.0,16937.0
152,Argentina,2020-10-01,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,765002.0,20288.0
153,Argentina,2020-10-02,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,779689.0,20599.0
154,Argentina,2020-10-03,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,790818.0,20795.0
155,Argentina,2020-10-04,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,798486.0,21018.0
156,Argentina,2020-10-05,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,809728.0,21468.0
157,Argentina,2020-10-06,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,824468.0,21827.0
158,Argentina,2020-10-07,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,840915.0,22226.0
159,Argentina,2020-10-08,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,856369.0,22710.0
160,Argentina,2020-10-09,3T,3T,2G,4G,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,871468.0,23225.0
161,Argentina,2020-10-10,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,883882.0,23581.0
162,Argentina,2020-10-11,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,894206.0,23868.0
163,Argentina,2020-10-12,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,903730.0,24186.0
164,Argentina,2020-10-13,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,917035.0,24572.0
165,Argentina,2020-10-14,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,931967.0,24921.0
166,Argentina,2020-10-15,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,949063.0,25342.0
167,Argentina,2020-10-16,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,965609.0,25723.0
168,Argentina,2020-10-17,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,979119.0,26107.0
169,Argentina,2020-10-18,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,989680.0,26267.0
170,Argentina,2020-10-19,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,1002662.0,26716.0
171,Argentina,2020-10-20,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,1018999.0,27100.0
172,Argentina,2020-10-21,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,1037325.0,27519.0
173,Argentina,2020-10-22,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,1053650.0,27957.0
174,Argentina,2020-10-23,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,1069368.0,28338.0
175,Argentina,2020-10-24,3T,2T,2G,4T,2T,2T,2G,4.0,2G,2.0,2.0,3G,0,1A,2.0,1081336.0,28613.0
176,Argentina,2020-10-25,3T,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1090589.0,28896.0
177,Argentina,2020-10-26,3T,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1102301.0,29301.0
178,Argentina,2020-10-27,3T,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1116609.0,29730.0
179,Argentina,2020-10-28,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1130533.0,30071.0
180,Argentina,2020-10-29,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1143800.0,30442.0
181,Argentina,2020-10-30,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1157179.0,30792.0
182,Argentina,2020-10-31,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1166924.0,31002.0
183,Argentina,2020-11-01,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1173533.0,31140.0
184,Argentina,2020-11-02,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1183131.0,31623.0
185,Argentina,2020-11-03,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1195276.0,32052.0
186,Argentina,2020-11-04,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1205928.0,32520.0
187,Argentina,2020-11-05,3G,2T,2G,4T,2T,2T,2T,4.0,2G,2.0,2.0,3G,0,1A,2.0,1217028.0,32766.0
188,Argentina,2020-11-06,3G,2T,2G,4T,2T,2T,2T,3.0,2G,2.0,2.0,3G,0,1A,2.0,1228814.0,33136.0
189,Argentina,2020-11-07,3G,2T,2G,4T,2T,2T,2T,3.0,2G,2.0,2.0,3G,0,1A,2.0,1236851.0,33348.0
190,Argentina,2020-11-08,3G,2T,2G,4T,2T,2T,2T,3.0,2G,2.0,2.0,3G,0,1A,2.0,1242182.0,33560.0
191,Argentina,2020-11-09,3G,2T,2G,4T,2T,2T,2T,3.0,2G,2.0,2.0,3G,0,1A,2.0,1250499.0,33907.0
