,Country,Date,school_closures,workplace_closures,cancel_public_events,restrict_public_gathering,closure_public_transport,SHN_requirement,restriction_internal_movement,internation_travel_control,PI_Campaign,testing_policy,contact_tracing,Facial_Covering,Vaccine_policy,Confirmed_cases,Confirmed_Deathes
0,China,2020-05-02,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
1,China,2020-05-03,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
2,China,2020-05-04,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
3,China,2020-05-05,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
4,China,2020-05-06,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
5,China,2020-05-07,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
6,China,2020-05-08,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
7,China,2020-05-09,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
8,China,2020-05-10,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
9,China,2020-05-11,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
10,China,2020-05-12,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
11,China,2020-05-13,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
12,China,2020-05-14,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
13,China,2020-05-15,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
14,China,2020-05-16,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
15,China,2020-05-17,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
16,China,2020-05-18,2.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
17,China,2020-05-19,2.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
18,China,2020-05-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
19,China,2020-05-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
20,China,2020-05-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
21,China,2020-05-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
22,China,2020-05-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
23,China,2020-05-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
24,China,2020-05-26,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
25,China,2020-05-27,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
26,China,2020-05-28,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
27,China,2020-05-29,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
28,China,2020-05-30,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
29,China,2020-05-31,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
30,China,2020-06-01,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
31,China,2020-06-02,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
32,China,2020-06-03,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
33,China,2020-06-04,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
34,China,2020-06-05,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
35,China,2020-06-06,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
36,China,2020-06-07,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
37,China,2020-06-08,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
38,China,2020-06-09,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
39,China,2020-06-10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
40,China,2020-06-11,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
41,China,2020-06-12,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
42,China,2020-06-13,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
43,China,2020-06-14,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
44,China,2020-06-15,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
45,China,2020-06-16,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
46,China,2020-06-17,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
47,China,2020-06-18,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
48,China,2020-06-19,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
49,China,2020-06-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
50,China,2020-06-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
51,China,2020-06-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
52,China,2020-06-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
53,China,2020-06-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
54,China,2020-06-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
55,China,2020-06-26,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
56,China,2020-06-27,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
57,China,2020-06-28,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
58,China,2020-06-29,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
59,China,2020-06-30,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
60,China,2020-07-01,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
61,China,2020-07-02,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
62,China,2020-07-03,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
63,China,2020-07-04,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
64,China,2020-07-05,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
65,China,2020-07-06,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
66,China,2020-07-07,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
67,China,2020-07-08,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
68,China,2020-07-09,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
69,China,2020-07-10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
70,China,2020-07-11,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
71,China,2020-07-12,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
72,China,2020-07-13,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
73,China,2020-07-14,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
74,China,2020-07-15,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
75,China,2020-07-16,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
76,China,2020-07-17,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
77,China,2020-07-18,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
78,China,2020-07-19,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
79,China,2020-07-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
80,China,2020-07-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
81,China,2020-07-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
82,China,2020-07-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
83,China,2020-07-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
84,China,2020-07-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
85,China,2020-07-26,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
86,China,2020-07-27,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
87,China,2020-07-28,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
88,China,2020-07-29,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
89,China,2020-07-30,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
90,China,2020-07-31,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
91,China,2020-08-01,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
92,China,2020-08-02,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
93,China,2020-08-03,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
94,China,2020-08-04,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
95,China,2020-08-05,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
96,China,2020-08-06,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
97,China,2020-08-07,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
98,China,2020-08-08,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
99,China,2020-08-09,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
100,China,2020-08-10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
101,China,2020-08-11,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
102,China,2020-08-12,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
103,China,2020-08-13,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
104,China,2020-08-14,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
105,China,2020-08-15,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
106,China,2020-08-16,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
107,China,2020-08-17,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
108,China,2020-08-18,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
109,China,2020-08-19,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
110,China,2020-08-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
111,China,2020-08-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
112,China,2020-08-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
113,China,2020-08-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
114,China,2020-08-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
115,China,2020-08-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
116,China,2020-08-26,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
117,China,2020-08-27,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
118,China,2020-08-28,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
119,China,2020-08-29,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
120,China,2020-08-30,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
121,China,2020-08-31,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
122,China,2020-09-01,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
123,China,2020-09-02,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
124,China,2020-09-03,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
125,China,2020-09-04,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
126,China,2020-09-05,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
127,China,2020-09-06,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
128,China,2020-09-07,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
129,China,2020-09-08,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
130,China,2020-09-09,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
131,China,2020-09-10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
132,China,2020-09-11,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
133,China,2020-09-12,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
134,China,2020-09-13,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
135,China,2020-09-14,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
136,China,2020-09-15,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
137,China,2020-09-16,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
138,China,2020-09-17,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
139,China,2020-09-18,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
140,China,2020-09-19,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
141,China,2020-09-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
142,China,2020-09-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
143,China,2020-09-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
144,China,2020-09-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
145,China,2020-09-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
146,China,2020-09-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
147,China,2020-09-26,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
148,China,2020-09-27,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
149,China,2020-09-28,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
150,China,2020-09-29,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
151,China,2020-09-30,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
152,China,2020-10-01,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
153,China,2020-10-02,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
154,China,2020-10-03,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
155,China,2020-10-04,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
156,China,2020-10-05,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
157,China,2020-10-06,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
158,China,2020-10-07,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
159,China,2020-10-08,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
160,China,2020-10-09,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
161,China,2020-10-10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
162,China,2020-10-11,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
163,China,2020-10-12,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
164,China,2020-10-13,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
165,China,2020-10-14,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
166,China,2020-10-15,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
167,China,2020-10-16,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
168,China,2020-10-17,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
169,China,2020-10-18,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
170,China,2020-10-19,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
171,China,2020-10-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
172,China,2020-10-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
173,China,2020-10-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
174,China,2020-10-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
175,China,2020-10-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
176,China,2020-10-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
177,China,2020-10-26,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
178,China,2020-10-27,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
179,China,2020-10-28,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
180,China,2020-10-29,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
181,China,2020-10-30,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
182,China,2020-10-31,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
183,China,2020-11-01,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
184,China,2020-11-02,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
185,China,2020-11-03,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
186,China,2020-11-04,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
187,China,2020-11-05,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
188,China,2020-11-06,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
189,China,2020-11-07,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
190,China,2020-11-08,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
191,China,2020-11-09,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,991.0,6.0
192,China,2020-11-10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
193,China,2020-11-11,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
194,China,2020-11-12,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
