,Country,Date,school_closures,workplace_closures,cancel_public_events,restrict_public_gathering,closure_public_transport,SHN_requirement,restriction_internal_movement,internation_travel_control,PI_Campaign,testing_policy,contact_tracing,Facial_Covering,Vaccine_policy,Confirmed_cases,Confirmed_Deathes
20047,China,2020-06-08,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1268.0,1.0
20048,China,2020-06-09,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1268.0,1.0
20049,China,2020-06-10,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1268.0,1.0
20050,China,2020-06-11,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1268.0,1.0
20051,China,2020-06-12,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1268.0,1.0
20052,China,2020-06-13,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1268.0,1.0
20053,China,2020-06-14,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1268.0,1.0
20054,China,2020-06-15,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1268.0,1.0
20055,China,2020-06-16,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20056,China,2020-06-17,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20057,China,2020-06-18,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20058,China,2020-06-19,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20059,China,2020-06-20,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20060,China,2020-06-21,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20061,China,2020-06-22,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20062,China,2020-06-23,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20063,China,2020-06-24,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20064,China,2020-06-25,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20065,China,2020-06-26,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20066,China,2020-06-27,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20067,China,2020-06-28,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20068,China,2020-06-29,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20069,China,2020-06-30,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20070,China,2020-07-01,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20071,China,2020-07-02,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20072,China,2020-07-03,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20073,China,2020-07-04,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20074,China,2020-07-05,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20075,China,2020-07-06,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20076,China,2020-07-07,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20077,China,2020-07-08,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20078,China,2020-07-09,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20079,China,2020-07-10,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1269.0,1.0
20080,China,2020-07-11,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20081,China,2020-07-12,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20082,China,2020-07-13,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20083,China,2020-07-14,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20084,China,2020-07-15,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20085,China,2020-07-16,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20086,China,2020-07-17,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20087,China,2020-07-18,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20088,China,2020-07-19,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20089,China,2020-07-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20090,China,2020-07-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20091,China,2020-07-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20092,China,2020-07-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20093,China,2020-07-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20094,China,2020-07-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20095,China,2020-07-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20096,China,2020-07-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20097,China,2020-07-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20098,China,2020-07-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20099,China,2020-07-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20100,China,2020-07-31,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20101,China,2020-08-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20102,China,2020-08-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20103,China,2020-08-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20104,China,2020-08-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20105,China,2020-08-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20106,China,2020-08-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1270.0,1.0
20107,China,2020-08-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1271.0,1.0
20108,China,2020-08-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1272.0,1.0
20109,China,2020-08-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1273.0,1.0
20110,China,2020-08-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1274.0,1.0
20111,China,2020-08-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1275.0,1.0
20112,China,2020-08-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1275.0,1.0
20113,China,2020-08-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1275.0,1.0
20114,China,2020-08-14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1275.0,1.0
20115,China,2020-08-15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1275.0,1.0
20116,China,2020-08-16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1275.0,1.0
20117,China,2020-08-17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1275.0,1.0
20118,China,2020-08-18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20119,China,2020-08-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20120,China,2020-08-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20121,China,2020-08-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20122,China,2020-08-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20123,China,2020-08-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20124,China,2020-08-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20125,China,2020-08-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20126,China,2020-08-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20127,China,2020-08-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20128,China,2020-08-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20129,China,2020-08-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1277.0,1.0
20130,China,2020-08-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20131,China,2020-08-31,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20132,China,2020-09-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20133,China,2020-09-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20134,China,2020-09-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20135,China,2020-09-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20136,China,2020-09-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20137,China,2020-09-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20138,China,2020-09-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20139,China,2020-09-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20140,China,2020-09-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20141,China,2020-09-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20142,China,2020-09-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1278.0,1.0
20143,China,2020-09-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1280.0,1.0
20144,China,2020-09-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1280.0,1.0
20145,China,2020-09-14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1281.0,1.0
20146,China,2020-09-15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20147,China,2020-09-16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20148,China,2020-09-17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20149,China,2020-09-18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20150,China,2020-09-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20151,China,2020-09-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20152,China,2020-09-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20153,China,2020-09-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20154,China,2020-09-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20155,China,2020-09-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20156,China,2020-09-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20157,China,2020-09-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20158,China,2020-09-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20159,China,2020-09-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20160,China,2020-09-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20161,China,2020-09-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20162,China,2020-10-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20163,China,2020-10-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20164,China,2020-10-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20165,China,2020-10-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20166,China,2020-10-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20167,China,2020-10-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1282.0,1.0
20168,China,2020-10-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20169,China,2020-10-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20170,China,2020-10-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20171,China,2020-10-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20172,China,2020-10-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20173,China,2020-10-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20174,China,2020-10-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20175,China,2020-10-14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20176,China,2020-10-15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20177,China,2020-10-16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20178,China,2020-10-17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20179,China,2020-10-18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20180,China,2020-10-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20181,China,2020-10-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20182,China,2020-10-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20183,China,2020-10-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20184,China,2020-10-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20185,China,2020-10-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20186,China,2020-10-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20187,China,2020-10-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20188,China,2020-10-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20189,China,2020-10-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20190,China,2020-10-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1283.0,1.0
20191,China,2020-10-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1286.0,1.0
20192,China,2020-10-31,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1286.0,1.0
20193,China,2020-11-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1286.0,1.0
20194,China,2020-11-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1287.0,1.0
20195,China,2020-11-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1287.0,1.0
20196,China,2020-11-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1287.0,1.0
20197,China,2020-11-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1288.0,1.0
20198,China,2020-11-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1288.0,1.0
20199,China,2020-11-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1290.0,1.0
20200,China,2020-11-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1290.0,1.0
20201,China,2020-11-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20202,China,2020-11-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20203,China,2020-11-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20204,China,2020-11-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20205,China,2020-11-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20206,China,2020-11-14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20207,China,2020-11-15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20208,China,2020-11-16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20209,China,2020-11-17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1291.0,1.0
20210,China,2020-11-18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1292.0,1.0
20211,China,2020-11-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1292.0,1.0
20212,China,2020-11-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1292.0,1.0
20213,China,2020-11-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1293.0,1.0
20214,China,2020-11-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1293.0,1.0
20215,China,2020-11-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1293.0,1.0
20216,China,2020-11-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1293.0,1.0
20217,China,2020-11-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1293.0,1.0
20218,China,2020-11-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1293.0,1.0
20219,China,2020-11-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20220,China,2020-11-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20221,China,2020-11-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20222,China,2020-11-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20223,China,2020-12-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20224,China,2020-12-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20225,China,2020-12-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20226,China,2020-12-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20227,China,2020-12-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1294.0,1.0
20228,China,2020-12-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1295.0,1.0
20229,China,2020-12-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1295.0,1.0
20230,China,2020-12-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1295.0,1.0
20231,China,2020-12-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1295.0,1.0
20232,China,2020-12-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1295.0,1.0
20233,China,2020-12-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1296.0,1.0
20234,China,2020-12-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1296.0,1.0
20235,China,2020-12-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1297.0,1.0
20236,China,2020-12-14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1297.0,1.0
